"","subject","trial","item","category","supercategory","PosOr","word","letters.01","timing.01"
"861",7,61,"lkw","Strasse","Fortbewegungsmittel",1,"LKWEnter","L",1089
"862",7,62,"regal","Aufbewahrung","Möbel",1,"REGALEnter","R",1125
"863",7,63,"rochen","Fische","Tiere",1,"ROCHENEnter","R",1497
"864",7,64,"motorrad","Strasse","Fortbewegungsmittel",2,"MOTORRADEnter","M",974
"865",7,65,"schachtel","Aufbewahrung","Möbel",2,"SCHACHTELEnter","S",1083
"866",7,66,"aal","Fische","Tiere",2,"AALEnter","A",874
"867",7,67,"kutsche","Strasse","Fortbewegungsmittel",3,"KUTSCHEEnter","K",1055
"868",7,68,"lippenstift","Filler","Filler",1,"LIPPENSTIFTEnter","L",823
"869",7,69,"schwamm","Filler","Filler",2,"SCHWAMMEnter","S",895
"870",7,70,"auto","Strasse","Fortbewegungsmittel",4,"AUTOEnter","A",1070
"871",7,71,"hai","Fische","Tiere",3,"HAIEnter","H",1043
"872",7,72,"safe","Aufbewahrung","Möbel",3,"SAFEEnter","S",1224
"873",7,73,"teppich","Filler","Filler",3,"TEPPICHEnter","T",1034
"874",7,74,"goldfisch","Fische","Tiere",4,"GOLDFISCHEnter","G",1591
"875",7,75,"kleiderschrank","Aufbewahrung","Möbel",4,"SCHRANKEnter","S",953
"876",7,76,"kamera","Filler","Filler",4,"ABackspaceKAMERAEnter","A",1317
"877",7,77,"delfin","Fische","Tiere",5,"DELFINEnter","D",1648
"878",7,78,"schublade","Aufbewahrung","Möbel",5,"SCHUBABackspaceABackspaceLADEEnter","S",982
"879",7,79,"bus","Strasse","Fortbewegungsmittel",5,"BUSEnter","B",1482
"880",7,80,"badewanne","Filler","Filler",5,"BADEWANNEEnter","B",1469
"881",7,81,"kanu","Wasser","Fortbewegungsmittel",1,"KANUEnter","K",1143
"882",7,82,"klammer","Büro","Werkzeug",1,"KLAMMEREnter","K",1032
"883",7,83,"schlüssel","Filler","Filler",1,"SCHLÜSSELEnter","S",901
"884",7,84,"geschirrspüler","Küche","Möbel",1,"GESCHIRRSPÜLEREnter","G",1427
"885",7,85,"bleistift","Büro","Werkzeug",2,"BLEISTIFTEnter","B",1069
"886",7,86,"u-boot","Wasser","Fortbewegungsmittel",2,"U-BOOTEnter","U",1804
"887",7,87,"kühlschrank","Küche","Möbel",2,"KÜHLSCHRANKEnter","K",1990
"888",7,88,"briefmarke","Filler","Filler",2,"BRIEFMARKEEnter","B",1579
"889",7,89,"gondel","Wasser","Fortbewegungsmittel",3,"GONDOLAEnter","G",1907
"890",7,90,"kaffeemaschine","Küche","Möbel",3,"KAFFEEMASCHINEEnter","K",1075
"891",7,91,"lineal","Büro","Werkzeug",3,"LINEALEnter","L",1363
"892",7,92,"puppe","Filler","Filler",3,"PUPPEEnter","P",1100
"893",7,93,"yacht","Wasser","Fortbewegungsmittel",4,"YACHTEnter","Y",1583
"894",7,94,"mikrowelle","Küche","Möbel",4,"MIKROWELLEEnter","M",1029
"895",7,95,"radiergummi","Büro","Werkzeug",4,"RADIERGUMMIEnter","R",989
"896",7,96,"waage","Filler","Filler",4,"WAAGEEnter","W",1169
"897",7,97,"herd","Küche","Möbel",5,"HERDEnter","H",1316
"898",7,98,"schere","Büro","Werkzeug",5,"SCHEREEnter","S",923
"899",7,99,"tafel","Filler","Filler",5,"TAFELEnter","T",1591
"900",7,100,"segelschiff","Wasser","Fortbewegungsmittel",5,"SCHIFFEnter","S",2200
"901",7,101,"glas","Trinkgefässe","Misc II",1,"GLASEnter","G",1003
"902",7,102,"birne","Obst","Lebensmittel",1,"BIRNEEnter","B",1048
"903",7,103,"kopfhörer","Filler","Filler",1,"KOPFHÖREREnter","K",1271
"904",7,104,"tasse","Trinkgefässe","Misc II",2,"TSSEBackspaceBackspaceBackspaceASSEEnter","T",943
"905",7,105,"fliege","Insekten","Tiere",1,"FLIEGEEnter","F",950
"906",7,106,"kirsche","Obst","Lebensmittel",2,"KIRSCHEEnter","K",867
"907",7,107,"steckdose","Filler","Filler",2,"STECKDOSEEnter","S",1347
"908",7,108,"biene","Insekten","Tiere",2,"BIENEEnter","B",1248
"909",7,109,"banane","Obst","Lebensmittel",3,"NBackspaceBANANEEnter","N",845
"910",7,110,"briefkasten","Filler","Filler",3,"BRIEFKASTENEnter","B",1349
"911",7,111,"spinne","Insekten","Tiere",3,"SPINNEEnter","S",1386
"912",7,112,"kassette","Filler","Filler",4,"KASSETTEEnter","K",1204
"913",7,113,"flasche","Trinkgefässe","Misc II",3,"FLASCHEEnter","F",1429
"914",7,114,"ameise","Insekten","Tiere",4,"AMIBackspaceEISEEnter","A",1133
"915",7,115,"apfel","Obst","Lebensmittel",4,"APFELEnter","A",840
"916",7,116,"kanne","Trinkgefässe","Misc II",4,"TEEKANNEEnter","T",1462
"917",7,117,"pinsel","Filler","Filler",5,"PISEBackspaceBackspaceNSELEnter","P",1240
"918",7,118,"trauben","Obst","Lebensmittel",5,"TRAUBENEnter","T",1531
"919",7,119,"becher","Trinkgefässe","Misc II",5,"BECHEREnter","B",1106
"920",7,120,"marienkäfer","Insekten","Tiere",5,"MARINBackspaceENKÄFEREnter","M",1373
"921",7,121,"schraubenzieher","Heimwerker","Werkzeug",1,"EnterSCHRAUBENZIEHEREnter","Enter",NA
"922",7,122,"ohr","Körperteile","Misc I",1,"OHREnter","O",995
"923",7,123,"eis","Süssigkeiten","Lebensmittel",1,"EISEnter","E",995
"924",7,124,"hammer","Heimwerker","Werkzeug",2,"HAMMEREnter","H",913
"925",7,125,"schornstein","Filler","Filler",1,"SCHORNSTEINEnter","S",1416
"926",7,126,"schokolade","Süssigkeiten","Lebensmittel",2,"SCHOKOLADEEnter","S",1153
"927",7,127,"arm","Körperteile","Misc I",2,"ARMEnter","A",1036
"928",7,128,"luftballon","Filler","Filler",2,"FBackspaceLUFTBALLONEnter","F",1461
"929",7,129,"bonbon","Süssigkeiten","Lebensmittel",3,"BONBONEnter","B",1079
"930",7,130,"fenster","Filler","Filler",3,"FENSTEREnter","F",996
"931",7,131,"hand","Körperteile","Misc I",3,"HANDEnter","H",980
"932",7,132,"ball","Filler","Filler",4,"BALLEnter","B",968
"933",7,133,"feile","Heimwerker","Werkzeug",3,"FEILEEnter","F",1251
"934",7,134,"kopfkissen","Filler","Filler",5,"KOPFKISSENEnter","K",1026
"935",7,135,"kekse","Süssigkeiten","Lebensmittel",4,"KEKSEEnter","K",1036
"936",7,136,"bohrmaschine","Heimwerker","Werkzeug",4,"BOHRMASCHINEEnter","B",1444
"937",7,137,"fuss","Körperteile","Misc I",4,"FU?Enter","F",1050
"938",7,138,"kuchen","Süssigkeiten","Lebensmittel",5,"TORTEEnter","T",1746
"939",7,139,"zange","Heimwerker","Werkzeug",5,"ZANGEEnter","Z",1260
"940",7,140,"bein","Körperteile","Misc I",5,"BEINEnter","B",1274
"941",7,141,"hochhaus","Gebäude","Misc II",1,"HCBackspaceOCHHAUSEnter","H",1059
"942",7,142,"sessel","Sitzen","Möbel",1,"SESSELEnter","S",1129
"943",7,143,"mikrofon","Filler","Filler",1,"MIKROFONEnter","M",967
"944",7,144,"bürste","Filler","Filler",2,"BÜRSTEEnter","B",1093
"945",7,145,"stuhl","Sitzen","Möbel",2,"STUHLEnter","S",1212
"946",7,146,"schwan","Vögel","Tiere",1,"SCHWANEnter","S",1434
"947",7,147,"würfel","Filler","Filler",3,"WÜRFELEnter","W",2040
"948",7,148,"hocker","Sitzen","Möbel",3,"HOCERBackspaceBackspaceKEREnter","H",1037
"949",7,149,"strauss","Vögel","Tiere",2,"STRAUSSEnter","S",1213
"950",7,150,"tempel","Gebäude","Misc II",2,"SÄULENEnter","S",3754
"951",7,151,"couch","Sitzen","Möbel",4,"COUUCHBackspaceBackspaceBackspaceCHEnter","C",1306
"952",7,152,"fächer","Filler","Filler",4,"FÄCHEREnter","F",973
"953",7,153,"taube","Vögel","Tiere",3,"TAUBEEnter","T",1146
"954",7,154,"kirche","Gebäude","Misc II",3,"KIRCHEEnter","K",1326
"955",7,155,"glocke","Filler","Filler",5,"GLOCKEEnter","G",1162
"956",7,156,"eule","Vögel","Tiere",4,"EULEEnter","E",1023
"957",7,157,"schloss","Gebäude","Misc II",4,"SCHLOSSEnter","S",1233
"958",7,158,"bank","Sitzen","Möbel",5,"BANKEnter","B",1227
"959",7,159,"ente","Vögel","Tiere",5,"ENTEEnter","E",989
"960",7,160,"burg","Gebäude","Misc II",5,"BURGEnter","B",1638
"961",8,1,"schachtel","Aufbewahrung","Möbel",1,"KISTEEnter","K",1034
"962",8,2,"steckdose","Filler","Filler",1,"STECKDOSEEnter","S",716
"963",8,3,"delfin","Fische","Tiere",1,"DELFINEnter","D",2014
"964",8,4,"bus","Strasse","Fortbewegungsmittel",1,"BUSEnter","B",817
"965",8,5,"safe","Aufbewahrung","Möbel",2,"SAFEEnter","S",3752
"966",8,6,"kassette","Filler","Filler",2,"KASEBackspaceSETEBackspaceBackspaceBackspaceBackspaceETTEEnter","K",944
"967",8,7,"goldfisch","Fische","Tiere",2,"GOLFBackspaceDGISCHBackspaceBackspaceBackspaceBackspaceFBackspaceBackspaceFISCHEnter","G",919
"968",8,8,"waage","Filler","Filler",3,"WAAGEEnter","W",1208
"969",8,9,"fernglas","Filler","Filler",4,"FERNGLASEnter","F",743
"970",8,10,"kutsche","Strasse","Fortbewegungsmittel",2,"KUTSCHEEnter","K",952
"971",8,11,"rochen","Fische","Tiere",3,"ROCHENEnter","R",1070
"972",8,12,"streichholz","Filler","Filler",5,"STREICHHOLZEnter","S",815
"973",8,13,"auto","Strasse","Fortbewegungsmittel",3,"AUTOEnter","A",931
"974",8,14,"kleiderschrank","Aufbewahrung","Möbel",3,"SHCRBackspaceBackspaceBackspaceCHRANKEnter","S",783
"975",8,15,"aal","Fische","Tiere",4,"AALEnter","A",1641
"976",8,16,"lkw","Strasse","Fortbewegungsmittel",4,"LKWEnter","L",800
"977",8,17,"regal","Aufbewahrung","Möbel",4,"SCHRANKEnter","S",1099
"978",8,18,"hai","Fische","Tiere",5,"HEBackspaceAIEnter","H",1069
"979",8,19,"motorrad","Strasse","Fortbewegungsmittel",5,"MOTORRADEnter","M",1101
"980",8,20,"schublade","Aufbewahrung","Möbel",5,NA,"S",1298
"981",8,21,"säge","Bauernhof","Werkzeug",1,"SÄGEEnter","S",2084
"982",8,22,"karotte","Gemüse","Lebensmittel",1,"KAROTTEEnter","K",800
"983",8,23,"daunenweste","Jacken","Kleidung",1,"WEBackspaceBackspaceWESTEEnter","W",855
"984",8,24,"glocke","Filler","Filler",1,"GLOCKEEnter","G",810
"985",8,25,"brokkoli","Gemüse","Lebensmittel",2,"BROKKOLIEnter","B",797
"986",8,26,"pelzmantel","Jacken","Kleidung",2,"MANTBackspaceBackspaceBackspaceBackspaceELZBackspaceBackspaceBackspacePELZMANTELEnter","M",883
"987",8,27,"schaufel","Bauernhof","Werkzeug",2,"SCHAUFELEnter","S",799
"988",8,28,"gurke","Gemüse","Lebensmittel",3,"GURKEEnter","G",682
"989",8,29,"käfig","Filler","Filler",2,"HAMSTERKÄFIGEnter","H",1045
"990",8,30,"besen","Bauernhof","Werkzeug",3,"BESENEnter","B",744
"991",8,31,"kartoffel","Gemüse","Lebensmittel",4,"KARTOFFELEnter","K",863
"992",8,32,"kapuzenpulli","Jacken","Kleidung",3,"KAPPUZENPULLOVEREnter","K",880
"993",8,33,"kerze","Filler","Filler",3,"ERBackspaceBackspaceKERZEEnter","E",926
"994",8,34,"paprika","Gemüse","Lebensmittel",5,"PAPRIKAEnter","P",862
"995",8,35,"sense","Bauernhof","Werkzeug",4,"SENSEEnter","S",3047
"996",8,36,"sakko","Jacken","Kleidung",4,"MABackspaceBackspacePELZABackspaceMANTELEnter","M",1464
"997",8,37,"pinsel","Filler","Filler",4,"PINSELEnter","P",3443
"998",8,38,"axt","Bauernhof","Werkzeug",5,"AXTEnter","A",966
"999",8,39,"arztkittel","Jacken","Kleidung",5,"ATBackspaceRZTKITTELEnter","A",1208
"1000",8,40,"pfeife","Filler","Filler",5,"PFEIFEEnter","P",1836
"1001",8,41,"reh","Huftiere","Tiere",1,"REHEnter","R",1340
"1002",8,42,"zigarette","Filler","Filler",1,"ZIGARREBackspaceBackspaceETTEEnter","Z",817
"1003",8,43,"bürste","Filler","Filler",2,"KAMMBackspaceBackspaceBackspaceBackspaceBÜRSTEEnter","K",2409
"1004",8,44,"kamel","Huftiere","Tiere",2,"KAMELEnter","K",864
"1005",8,45,"rose","Blumen","Misc II",1,"ORCHIDEEEnter","O",980
"1006",8,46,"gitarre","Instrumente","Misc I",1,"GEIBackspaceBackspaceBackspaceBackspaceGITARREEnter","G",889
"1007",8,47,"pferd","Huftiere","Tiere",3,"PFERDEnter","P",764
"1008",8,48,"sonnenblume","Blumen","Misc II",2,"SONNEBBackspaceNBLUMEEnter","S",716
"1009",8,49,"geige","Instrumente","Misc I",2,"GEIGEEnter","G",669
"1010",8,50,"schwert","Filler","Filler",3,"SCHWERTEnter","S",653
"1011",8,51,"kuh","Huftiere","Tiere",4,"KUHEnter","K",810
"1012",8,52,"ampel","Filler","Filler",4,"AMPELEnter","A",636
"1013",8,53,"harfe","Instrumente","Misc I",3,"HARFFBackspaceEEnter","H",893
"1014",8,54,"tulpe","Blumen","Misc II",3,"TUIBackspaceLPEEnter","T",2152
"1015",8,55,"puppe","Filler","Filler",5,"PUPPEEnter","P",1150
"1016",8,56,"schlagzeug","Instrumente","Misc I",4,"SCHLAGZEUGEnter","S",771
"1017",8,57,"löwenzahn","Blumen","Misc II",4,NA,"S",1436
"1018",8,58,"schaf","Huftiere","Tiere",5,"BackspaceSCHAAFBackspaceBackspaceFEnter","Backspace",NA
"1019",8,59,"klavier","Instrumente","Misc I",5,"KLAVIEREnter","K",1444
"1020",8,60,"orchidee","Blumen","Misc II",5,"BLUMEEnter","B",1937
"1021",8,61,"mikrowelle","Küche","Möbel",1,"MIKRWBackspaceOWELLEEnter","M",1263
"1022",8,62,"segelschiff","Wasser","Fortbewegungsmittel",1,"SCHIFFEnter","S",748
"1023",8,63,"mikrofon","Filler","Filler",1,"MIKOROFNEnter","M",1061
"1024",8,64,"bleistift","Büro","Werkzeug",1,"BEISBackspaceBackspaceLBackspaceBackspaceLEISTIFTEnter","B",813
"1025",8,65,"u-boot","Wasser","Fortbewegungsmittel",2,"U-NBackspaceBOOTEnter","U",1160
"1026",8,66,"brille","Filler","Filler",2,"BIRBackspaceBackspaceRILLÖEBackspaceBackspaceEEnter","B",910
"1027",8,67,"radiergummi","Büro","Werkzeug",2,"RADIERGUMMIEnter","R",676
"1028",8,68,"kanu","Wasser","Fortbewegungsmittel",3,"KANUEnter","K",970
"1029",8,69,"geschirrspüler","Küche","Möbel",2,"GESCHRBackspaceIRRSPÜLEREnter","G",2579
"1030",8,70,"schornstein","Filler","Filler",3,"KAMINEnter","K",987
"1031",8,71,"lineal","Büro","Werkzeug",3,"LINEALEnter","L",885
"1032",8,72,"kühlschrank","Küche","Möbel",3,"KÜHLSCHRANKEnter","K",1187
"1033",8,73,"baby","Filler","Filler",4,"BABYEnter","B",898
"1034",8,74,"schere","Büro","Werkzeug",4,"SCHEREEnter","S",726
"1035",8,75,"kaffeemaschine","Küche","Möbel",4,"KAFFEEMASCHINEEnter","K",828
"1036",8,76,"gondel","Wasser","Fortbewegungsmittel",4,"KANUEnter","K",1068
"1037",8,77,"briefmarke","Filler","Filler",5,"BRIEFMARKEEnter","B",1033
"1038",8,78,"herd","Küche","Möbel",5,"OBackspaceOFENEnter","O",1654
"1039",8,79,"yacht","Wasser","Fortbewegungsmittel",5,"AYBackspaceBackspaceYACHTEnter","A",1879
"1040",8,80,"klammer","Büro","Werkzeug",5,"BÜROKABackspaceLAMMEREnter","B",825
"1041",8,81,"becher","Trinkgefässe","Misc II",1,"EIMEREnter","E",1807
"1042",8,82,"ameise","Insekten","Tiere",1,"AMEISEEnter","A",660
"1043",8,83,"tafel","Filler","Filler",1,"TAFELEnter","T",799
"1044",8,84,"apfel","Obst","Lebensmittel",1,"APFELEnter","A",683
"1045",8,85,"fliege","Insekten","Tiere",2,NA,"F",4351
"1046",8,86,"teppich","Filler","Filler",2,"BackspaceTEPPICHEnter","Backspace",NA
"1047",8,87,"birne","Obst","Lebensmittel",2,"BRINBackspaceBackspaceBackspaceIRNEEnter","B",732
"1048",8,88,"tasse","Trinkgefässe","Misc II",2,"TRABackspaceBackspaceASSEEnter","T",1004
"1049",8,89,"spinne","Insekten","Tiere",3,"SPINNEEnter","S",973
"1050",8,90,"trauben","Obst","Lebensmittel",3,"TRABEBackspaceBackspaceUIBBackspaceBackspaceBENEnter","T",974
"1051",8,91,"kopfhörer","Filler","Filler",3,"KOPFHÖREREEnter","K",798
"1052",8,92,"luftballon","Filler","Filler",4,"BALLONEnter","B",1304
"1053",8,93,"marienkäfer","Insekten","Tiere",4,"MAIRBackspaceBackspaceRIENKÄFEREnter","M",1556
"1054",8,94,"kanne","Trinkgefässe","Misc II",3,"TEEKANNEEnter","T",1487
"1055",8,95,"banane","Obst","Lebensmittel",4,"BANANEEnter","B",723
"1056",8,96,"fächer","Filler","Filler",5,"FFÄCHEREnter","F",932
"1057",8,97,"flasche","Trinkgefässe","Misc II",4,"GLASEnter","G",1213
"1058",8,98,"kirsche","Obst","Lebensmittel",5,"TBackspaceKIRSCHEEnter","T",904
"1059",8,99,"biene","Insekten","Tiere",5,"BEIBackspaceBackspaceIENEEnter","B",844
"1060",8,100,"glas","Trinkgefässe","Misc II",5,"GLASEnter","G",995
"1061",8,101,"schokolade","Süssigkeiten","Lebensmittel",1,"SCHJOBackspaceBackspaceOKOLOADEBackspaceBackspaceBackspaceBackspaceADEEnter","S",700
"1062",8,102,"feile","Heimwerker","Werkzeug",1,"PFEILEREnter","P",849
"1063",8,103,"ohr","Körperteile","Misc I",1,"OHREnter","O",761
"1064",8,104,"kekse","Süssigkeiten","Lebensmittel",2,"KEKSEEnter","K",1056
"1065",8,105,"zange","Heimwerker","Werkzeug",2,"ZANGHEBackspaceBackspaceEEnter","Z",993
"1066",8,106,"arm","Körperteile","Misc I",2,"ARMEnter","A",697
"1067",8,107,"bonbon","Süssigkeiten","Lebensmittel",3,"BONBONEnter","B",1361
"1068",8,108,"hammer","Heimwerker","Werkzeug",3,"HAMMEREnter","H",895
"1069",8,109,"lippenstift","Filler","Filler",1,"LIPPENSTBackspaceTIFTEnter","L",1020
"1070",8,110,"bein","Körperteile","Misc I",3,"FUBackspaceBackspaceBEINEnter","F",1091
"1071",8,111,"bohrmaschine","Heimwerker","Werkzeug",4,NA,"S",1816
"1072",8,112,"schlüssel","Filler","Filler",2,"SCHLÜSSELEnter","S",895
"1073",8,113,"hand","Körperteile","Misc I",4,"HANDEnter","H",888
"1074",8,114,"schraubenzieher","Heimwerker","Werkzeug",5,"SCHRAUBENZIEHEREnter","S",766
"1075",8,115,"kuchen","Süssigkeiten","Lebensmittel",4,"KUCHENEnter","K",766
"1076",8,116,"briefkasten","Filler","Filler",3,"BRIEFKASTENEnter","B",1392
"1077",8,117,"cd","Filler","Filler",4,"CDEnter","C",958
"1078",8,118,"eis","Süssigkeiten","Lebensmittel",5,"EISEnter","E",863
"1079",8,119,"fuss","Körperteile","Misc I",5,"FU?BackspaceSSEnter","F",687
"1080",8,120,"fenster","Filler","Filler",5,"FGEBackspaceBackspaceENSTEREnter","F",1345
"1081",8,121,"couch","Sitzen","Möbel",1,"COUCHEnter","C",874
"1082",8,122,"eule","Vögel","Tiere",1,"EULEEnter","E",833
"1083",8,123,"kopfkissen","Filler","Filler",1,"KISSENEnter","K",1278
"1084",8,124,"stuhl","Sitzen","Möbel",2,"STUHLEnter","S",1221
"1085",8,125,"schwan","Vögel","Tiere",2,"SCHWANEnter","S",1900
"1086",8,126,"hochhaus","Gebäude","Misc II",1,"HOCHHAUSEnter","H",1236
"1087",8,127,"badewanne","Filler","Filler",2,"BADEWANNEEnter","B",971
"1088",8,128,"strauss","Vögel","Tiere",3,"STRAUSSEnter","S",838
"1089",8,129,"tempel","Gebäude","Misc II",2,"TEMPELEnter","T",944
"1090",8,130,"sessel","Sitzen","Möbel",3,"STUHLEnter","S",1665
"1091",8,131,"taube","Vögel","Tiere",4,"TAUBEEnter","T",2778
"1092",8,132,"mülleimer","Filler","Filler",3,"EIMERBackspaceBackspaceBackspaceBackspaceBackspaceMÜLLEIMEREnter","E",1031
"1093",8,133,"kirche","Gebäude","Misc II",3,"KIRCHEEnter","K",1347
"1094",8,134,"bank","Sitzen","Möbel",4,"BANKEnter","B",1461
"1095",8,135,"schwamm","Filler","Filler",4,"SCHWAMMEnter","S",744
"1096",8,136,"burg","Gebäude","Misc II",4,"BURGEnter","B",1458
"1097",8,137,"ente","Vögel","Tiere",5,"ENTEEnter","E",961
"1098",8,138,"würfel","Filler","Filler",5,"WÜRFELEnter","W",763
"1099",8,139,"schloss","Gebäude","Misc II",5,"BURGEnter","B",1040
"1100",8,140,"hocker","Sitzen","Möbel",5,"STUHLEnter","S",949
"1101",8,141,"gabel","Kochen","Werkzeug",1,"GABELEnter","G",929
"1102",8,142,"tiger","Raubtiere","Tiere",1,"TIGEREnter","T",1304
"1103",8,143,"ring","Schmuck","Kleidung",1,"RINGEnter","R",793
"1104",8,144,"schneebesen","Kochen","Werkzeug",2,"SCHNEEBESENEnter","S",1039
"1105",8,145,"leopard","Raubtiere","Tiere",2,"LEOPARDEnter","L",1117
"1106",8,146,"armband","Schmuck","Kleidung",2,"ARMBANDEnter","A",886
"1107",8,147,"kelle","Kochen","Werkzeug",3,"KESSELEnter","K",2066
"1108",8,148,"kamera","Filler","Filler",1,"KAMERAEnter","K",1018
"1109",8,149,"löwe","Raubtiere","Tiere",3,"TIBackspaceBackspaceLÖWEEnter","T",716
"1110",8,150,"kette","Schmuck","Kleidung",3,"KETTEEnter","K",1400
"1111",8,151,"spaghetti","Filler","Filler",2,"SPAHGBackspaceBackspaceGHETTIEnter","S",985
"1112",8,152,"panther","Raubtiere","Tiere",4,"PANTHEREnter","P",1064
"1113",8,153,"messer","Kochen","Werkzeug",4,"MESSEREnter","M",1353
"1114",8,154,"ball","Filler","Filler",3,"BALLEnter","B",999
"1115",8,155,"brosche","Schmuck","Kleidung",4,"SCHMUCKEnter","S",4357
"1116",8,156,"löffel","Kochen","Werkzeug",5,"GABELBackspaceBackspaceBackspaceBackspaceBackspaceKBackspaceLÖFFELEnter","G",721
"1117",8,157,"parfum","Filler","Filler",4,"ABackspacePARUMEnter","A",1086
"1118",8,158,"ohrring","Schmuck","Kleidung",5,"OHRRINGEnter","O",1561
"1119",8,159,"bär","Raubtiere","Tiere",5,"BRBackspaceÄREnter","B",1073
"1120",8,160,"ventilator","Filler","Filler",5,"VENTIALTOREnter","V",2298
"1121",10,1,"pferd","Huftiere","Tiere",1,"PFERD ","P",773
"1122",10,2,"geige","Instrumente","Misc I",1,"GEIGE ","G",932
"1123",10,3,"rose","Blumen","Misc II",1,"ROSE ","R",713
"1124",10,4,"mülleimer","Filler","Filler",1,"BBackspaceMÜLLEIMER ","B",1178
"1125",10,5,"harfe","Instrumente","Misc I",2,"HARFE ","H",1067
"1126",10,6,"kamel","Huftiere","Tiere",2,"KAKBackspaceMEL ","K",795
"1127",10,7,"sonnenblume","Blumen","Misc II",2,"SONNENBLUME ","S",846
"1128",10,8,"waage","Filler","Filler",2,"WAAGE ","W",1014
"1129",10,9,"gitarre","Instrumente","Misc I",3,"GITARRE ","G",986
"1130",10,10,"kamera","Filler","Filler",3,"KAMERA ","K",722
"1131",10,11,"streichholz","Filler","Filler",4,"STTREIBackspaceBackspaceBackspaceBackspaceEICHHOLZ ","S",891
"1132",10,12,"löwenzahn","Blumen","Misc II",3,"BULBackspaceBackspaceLUME ","B",1764
"1133",10,13,"klavier","Instrumente","Misc I",4,"KLAIVBackspaceBackspaceVIR ","K",1388
"1134",10,14,"reh","Huftiere","Tiere",3,"REH ","R",1266
"1135",10,15,"orchidee","Blumen","Misc II",4,"ORIBackspaceCHIDEE ","O",1124
"1136",10,16,"schlagzeug","Instrumente","Misc I",5,"SCHABackspaceLAGZEUG ","S",1040
"1137",10,17,"schaf","Huftiere","Tiere",4,"SCHAF ","S",1115
"1138",10,18,"tulpe","Blumen","Misc II",5,"TULPE ","T",1194
"1139",10,19,"fenster","Filler","Filler",5,"FENSTER ","F",1146
"1140",10,20,"kuh","Huftiere","Tiere",5,"KUH ","K",1077
"1141",10,21,"eis","Süssigkeiten","Lebensmittel",1,"EIS ","E",820
"1142",10,22,"zange","Heimwerker","Werkzeug",1,"ZANGE ","Z",926
"1143",10,23,"cd","Filler","Filler",1,"CD ","C",760
"1144",10,24,"kuchen","Süssigkeiten","Lebensmittel",2,"KUCHEN ","K",1005
"1145",10,25,"bein","Körperteile","Misc I",1,"BEIN ","B",900
"1146",10,26,"schraubenzieher","Heimwerker","Werkzeug",2,"SCHRAUBENZIEHER ","S",1326
"1147",10,27,"käfig","Filler","Filler",2,"KÄFIGBackspaceG ","K",1037
"1148",10,28,"ohr","Körperteile","Misc I",2,"OHR ","O",666
"1149",10,29,"feile","Heimwerker","Werkzeug",3,"PFBackspaceBackspaceFEILE ","P",1552
"1150",10,30,"mikrofon","Filler","Filler",3,"MIKROFON ","M",1011
"1151",10,31,"arm","Körperteile","Misc I",3,"ARM ","A",826
"1152",10,32,"kassette","Filler","Filler",4,"KASEETTBackspaceBackspaceTTE ","K",1242
"1153",10,33,"kekse","Süssigkeiten","Lebensmittel",3,"KEKSE ","K",912
"1154",10,34,"hammer","Heimwerker","Werkzeug",4,"HAMMER ","H",901
"1155",10,35,"fuss","Körperteile","Misc I",4,"FUSS ","F",1290
"1156",10,36,"schokolade","Süssigkeiten","Lebensmittel",4,"SCHOKOLADE ","S",878
"1157",10,37,"bohrmaschine","Heimwerker","Werkzeug",5,"BOHRER ","B",1247
"1158",10,38,"hand","Körperteile","Misc I",5,"JABackspaceBackspaceHAMNDBackspaceBackspaceBackspaceMBackspaceND ","J",765
"1159",10,39,"zigarette","Filler","Filler",5,"ZIGARETTE ","Z",961
"1160",10,40,"bonbon","Süssigkeiten","Lebensmittel",5,"BONBON ","B",1024
"1161",10,41,"sessel","Sitzen","Möbel",1,"SESSEL ","S",983
"1162",10,42,"kopfkissen","Filler","Filler",1,"KISSEN ","K",1181
"1163",10,43,"taube","Vögel","Tiere",1,"TAUBE ","T",871
"1164",10,44,"stuhl","Sitzen","Möbel",2,"ZBackspaceSTUGHLBackspaceBackspaceBackspaceHL ","Z",834
"1165",10,45,"puppe","Filler","Filler",2,"PUPPE ","P",1343
"1166",10,46,"hochhaus","Gebäude","Misc II",1,"HOCHHAUS ","H",1162
"1167",10,47,"glocke","Filler","Filler",3,"JBackspaceGLOCEBackspaceEKBackspaceBackspaceKE ","J",877
"1168",10,48,"eule","Vögel","Tiere",2,"UHU ","U",1041
"1169",10,49,"spaghetti","Filler","Filler",4,"SPOABackspaceBackspaceAGEBackspaceHETTI ","S",793
"1170",10,50,"würfel","Filler","Filler",5,"WÜRFEK ","W",983
"1171",10,51,"schloss","Gebäude","Misc II",2,"SCHLOSS ","S",936
"1172",10,52,"bank","Sitzen","Möbel",3,"BANK ","B",1108
"1173",10,53,"strauss","Vögel","Tiere",3,"STRAUSS ","S",839
"1174",10,54,"burg","Gebäude","Misc II",3,"SCHLOSS ","S",1120
"1175",10,55,"couch","Sitzen","Möbel",4,"SOFA ","S",3265
"1176",10,56,"schwan","Vögel","Tiere",4,"SCHWAN ","S",711
"1177",10,57,"tempel","Gebäude","Misc II",4,"AKROPPOBackspaceBackspaceOLIS ","A",1728
"1178",10,58,"hocker","Sitzen","Möbel",5,"STUHL ","S",1326
